0,2.873
1,2.968
2,3.25
3,3.1405
4,3.5925
5,3.407
6,3.5085
7,3.524
8,3.5455
9,3.439
10,3.4935
11,3.633
12,3.606
13,3.6015
14,3.67
15,3.7255
16,3.622
17,3.642
18,3.6955
19,3.687
20,3.544
21,3.742
22,3.543
23,3.6085
24,3.699
25,3.8075
26,3.805
27,3.806
28,3.806
29,3.839
