0,1.8022441780963752
1,1.8538556487892726
2,2.136563669240876
3,2.0460981033344083
4,2.0928343689728903
5,2.0499573465193066
6,2.302134971284322
7,2.028054348413992
8,2.1005849402254078
9,2.4148432641074065
10,2.60293714501851
11,2.549761199042694
12,2.581554663418375
13,2.396956070185149
14,2.3320013550994165
15,2.671306266832481
16,2.2925461195849204
17,2.4410197641877946
18,2.4300556607231165
19,2.28670977511855
20,2.5617207714856938
21,2.4547470546037653
22,2.4406731764414102
23,2.3438142855979205
24,2.5643435598274147
25,2.4887325100680093
26,2.719392526197865
27,3.068170975402058
28,3.043277008257469
29,2.720305327808638
