0,1.8350885823577687
1,1.8902830305522422
2,2.127290664060961
3,2.2413721161239337
4,2.242555288258362
5,2.248784459981642
6,2.4123419457831154
7,2.2066448043395757
8,2.3306720991096905
9,2.52394031225612
10,2.4962866588199835
11,2.6529407548992086
12,2.5228854855642187
13,2.4338368599277658
14,2.54063072453617
15,2.967627245826519
16,2.087619266495958
17,2.307422085516859
18,2.660838758222355
19,2.4334519783756403
20,2.511171193229574
21,2.588569244922439
22,2.552955014512437
23,2.450872677935111
24,2.6813451301409814
25,2.718348368617129
26,3.1342528319871477
27,3.0484795945698013
28,3.2488891268235
29,3.167157185393601
