0,2.6235
1,2.435
2,2.975
3,3.0225
4,2.9125
5,3.083
6,2.898
7,3.721
8,3.5845
9,3.655
0,2.8555
1,3.0365
2,3.34
3,3.289
4,3.602
5,3.4975
6,3.5595
7,3.642
8,3.522
9,3.7295
0,3.445
1,2.9955
2,3.579
3,3.7955
4,3.63
5,3.485
6,3.535
7,3.837
8,3.8485
9,3.7975
0,2.8895
1,3.0295
2,3.25
3,3.3875
4,3.1745
5,3.602
6,3.196
7,3.366
8,3.557
9,3.847
0,2.3625
1,2.692
2,2.977
3,2.8605
4,3.267
5,3.462
6,3.173
7,3.262
8,3.252
9,3.2165
