0,2.3965
1,2.694
2,2.9875
3,2.842
4,3.3675
5,3.6545
6,3.6815
7,3.5705
8,3.657
9,3.6305
0,2.4085
1,2.486
2,2.6865
3,2.5045
4,3.0765
5,2.6005
6,3.3955
7,2.7985
8,2.8105
9,2.6855
0,2.513
1,3.1795
2,3.0135
3,2.7315
4,3.2495
5,3.2345
6,3.2895
7,3.2005
8,3.281
9,3.293
0,2.769
1,2.461
2,3.1155
3,2.8255
4,2.4515
5,2.8485
6,2.6105
7,2.7375
8,2.5805
9,2.6985
0,2.384
1,2.2855
2,2.508
3,2.624
4,2.8185
5,2.721
6,3.023
7,2.9175
8,2.815
9,2.87
