0,2.7025
1,3.08
2,2.751
3,3.198
4,3.366
5,3.368
6,3.2135
7,3.3285
8,3.93
9,3.3675
0,2.7295
1,2.951
2,2.983
3,3.3755
4,3.3025
5,3.7205
6,3.54
7,3.4305
8,3.6935
9,3.826
0,2.767
1,2.6705
2,2.7975
3,3.2805
4,3.716
5,3.2585
6,3.5825
7,3.145
8,3.5845
9,3.3665
0,3.0555
1,2.782
2,2.924
3,2.8765
4,3.612
5,2.9495
6,3.2665
7,3.5285
8,3.1835
9,3.404
0,2.6115
1,2.9495
2,3.273
3,2.988
4,3.188
5,3.5405
6,3.053
7,3.35
8,3.3415
9,3.432
