0,2.122
1,2.1965
2,2.8525
3,3.179
4,3.28
5,3.547
6,3.733
7,3.316
8,3.564
9,3.564
0,2.472
1,3.2905
2,3.2365
3,3.278
4,3.366
5,3.559
6,3.4305
7,3.424
8,3.5335
9,3.707
0,2.872
1,2.82
2,2.917
3,3.2015
4,3.1985
5,3.451
6,3.461
7,3.564
8,3.431
9,3.563
0,2.7245
1,2.9165
2,3.5995
3,3.2035
4,3.564
5,3.552
6,3.45
7,3.494
8,3.536
9,3.538
0,2.947
1,3.2125
2,2.9575
3,3.42
4,3.4205
5,3.461
6,3.746
7,3.6245
8,3.563
9,3.722
