0,2.9305
1,3.106
2,2.694
3,3.0165
4,2.881
5,2.659
6,2.846
7,3.1
8,2.9945
9,3.1855
0,2.5265
1,2.659
2,2.9945
3,2.865
4,3.2695
5,2.8
6,3.3425
7,3.411
8,3.4265
9,3.2445
0,2.6805
1,2.8325
2,2.9265
3,2.66
4,2.8355
5,2.4845
6,2.9075
7,2.9465
8,2.903
9,3.2455
0,2.7345
1,2.483
2,2.8125
3,3.06
4,2.5125
5,2.8735
6,3.176
7,2.8505
8,2.887
9,3.2485
0,2.9255
1,2.806
2,2.8405
3,2.7365
4,2.9
5,2.692
6,2.5995
7,2.8825
8,3.1805
9,3.068
