0,3.267
1,3.426
2,3.288
3,3.663
4,3.7345
5,3.647
6,3.8035
7,3.914
8,3.9125
9,3.8635
0,2.9695
1,3.267
2,3.605
3,3.541
4,3.335
5,3.366
6,3.394
7,3.464
8,3.6335
9,3.5725
0,3.1335
1,3.4725
2,3.3005
3,3.2665
4,3.465
5,3.563
6,3.3405
7,3.3625
8,3.418
9,3.599
0,3.1255
1,3.564
2,3.465
3,3.868
4,3.5825
5,3.6495
6,3.6295
7,3.787
8,3.888
9,3.892
0,3.799
1,3.519
2,3.401
3,3.257
4,3.466
5,3.4765
6,3.52
7,3.663
8,3.564
9,3.366
