0,3.478
1,3.5075
2,3.53
3,3.6605
4,3.6985
5,3.6005
6,3.6955
7,3.932
8,3.9475
9,3.9435
0,3.3875
1,3.479
2,3.742
3,3.7385
4,3.4985
5,3.5665
6,3.6255
7,3.6855
8,3.678
9,3.658
0,3.4835
1,3.696
2,3.533
3,3.9325
4,3.5295
5,3.684
6,3.708
7,3.601
8,3.5925
9,3.6565
0,3.408
1,3.442
2,3.5575
3,3.634
4,3.759
5,3.9185
6,3.9385
7,3.9485
8,3.9455
9,3.952
0,3.5245
1,3.721
2,3.5995
3,3.5895
4,3.9
5,3.9185
6,3.953
7,3.951
8,3.9465
9,3.947
0,2.836
1,2.746
2,3.587
3,3.7035
4,3.7605
5,3.9225
6,3.78
7,3.9475
8,3.945
9,3.944
0,2.9865
1,3.9555
2,3.9435
3,3.9505
4,3.952
5,3.9325
6,3.948
7,3.952
8,3.941
9,3.9495
0,3.272
1,3.395
2,3.704
3,3.711
4,3.6255
5,3.6085
6,3.794
7,3.685
8,3.607
9,3.6905
0,2.7595
1,3.865
2,3.786
3,3.6155
4,3.947
5,3.913
6,3.9425
7,3.9445
8,3.9445
9,3.7625
0,3.7225
1,3.251
2,3.672
3,3.5265
4,3.9275
5,3.939
6,3.8915
7,3.929
8,3.9455
9,3.953
